Column1;country;points;price;province;region_1;variety;winery
2832;Italy;89;150;Tuscany;Maremma Toscana;Cabernet Sauvignon;Prelius
2836;Italy;89;1070;Tuscany;Brunello di Montalcino;Sangiovese;Val di Suga
2851;Italy;88;350;Tuscany;Toscana;Vermentino;Terre del Marchesato
2863;Italy;88;1400;Tuscany;Toscana;Merlot;Tenuta Argentiera
2868;Italy;88;600;Tuscany;Toscana;Red Blend;Capezzana
2869;Italy;88;650;Tuscany;Toscana;Merlot;Cennatoio
2906;Italy;91;400;Piedmont;Barbaresco;Nebbiolo;Albino Rocca
2913;Italy;90;180;Northeastern Italy;Alto Adige;Sauvignon;Erste Neue
2914;Italy;90;750;Tuscany;Brunello di Montalcino;Sangiovese;Fuligni
2915;Italy;90;180;Veneto;Soave Classico;Garganega;Gini
2916;Italy;90;200;Lombardy;Lugana Superiore;Turbiana;Ca' Lojera
2918;Italy;90;200;Northeastern Italy;Alto Adige;Pinot Grigio;Cantina Produttori San Michele Appiano
2930;Italy;90;180;Northeastern Italy;Alto Adige;Pinot Bianco;Erste Neue
2939;Italy;90;600;Tuscany;Bolgheri Superiore;Red Blend;Tenuta Argentiera
2943;Italy;87;600;Piedmont;Barolo;Nebbiolo;Virna Borgogno
2945;Italy;87;500;Piedmont;Barolo;Nebbiolo;Olivero
2956;Italy;87;450;Piedmont;Barolo;Nebbiolo;Giulia Negri
2972;Italy;89;600;Piedmont;Barolo;Nebbiolo;Negretti
2974;Italy;89;700;Piedmont;Barolo;Nebbiolo;Vite Colte
2977;Italy;89;450;Piedmont;Barolo;Nebbiolo;Prunotto
2978;Italy;89;790;Piedmont;Barolo;Nebbiolo;Beni di Batasiolo
2990;Italy;89;790;Piedmont;Barolo;Nebbiolo;Germano Angelo
2994;Italy;89;450;Piedmont;Barbaresco;Nebbiolo;Marchesi di Barolo
2999;Italy;89;480;Piedmont;Barolo;Nebbiolo;Paolo Scavino
3011;Italy;89;230;Sicily & Sardinia;Etna;Carricante;Barone di Villagrande
3014;Italy;89;180;Southern Italy;Fiano di Avellino;Fiano;Cantine di Marzo
3025;Italy;89;800;Sicily & Sardinia;Etna;Carricante;Benanti
3026;Italy;89;150;Sicily & Sardinia;Sicilia;Grillo;Caruso & Minini
3028;Italy;89;520;Sicily & Sardinia;Etna;Nerello Mascalese;Cottanera
3050;Italy;95;630;Tuscany;Brunello di Montalcino;Sangiovese;Armilla
3064;Italy;86;750;Tuscany;Brunello di Montalcino;Sangiovese;Máté
3078;Italy;86;700;Tuscany;Brunello di Montalcino;Sangiovese;Renieri
3079;Italy;86;900;Tuscany;Brunello di Montalcino;Sangiovese;Tenuta di Sesta
3080;Italy;86;1000;Tuscany;Brunello di Montalcino;Sangiovese;Val di Suga
3081;Italy;86;1000;Tuscany;Brunello di Montalcino;Sangiovese;Val di Suga
3084;Italy;86;900;Tuscany;Brunello di Montalcino;Sangiovese;Ferrero
3098;Italy;91;450;Northeastern Italy;Collio;Sauvignon;Venica & Venica
3105;Italy;91;350;Southern Italy;Greco di Tufo;Greco;Di Meo
3120;Italy;89;800;Tuscany;Brunello di Montalcino;Sangiovese;Banfi
3121;Italy;89;1000;Tuscany;Brunello di Montalcino;Sangiovese;Camigliano
3123;Italy;89;1280;Tuscany;Brunello di Montalcino;Sangiovese;Cava d'Onice
3132;Italy;89;1300;Tuscany;Brunello di Montalcino;Sangiovese;Fossacolle
3140;Italy;89;140;Tuscany;Maremma Toscana;Sangiovese;Pepi Lignana
3143;Italy;89;990;Tuscany;Brunello di Montalcino;Sangiovese;San Polino
3144;Italy;89;300;Tuscany;Maremma Toscana;Red Blend;Serpaia di Endrizzi
3149;Italy;89;330;Tuscany;Vino Nobile di Montepulciano;Sangiovese;Fattoria della Talosa
3183;Italy;88;260;Lombardy;Valtellina Superiore;Nebbiolo;Nera
3189;Italy;88;320;Tuscany;Toscana;Red Blend;I Giusti e Zanza
3198;Italy;88;200;Tuscany;Toscana;Red Blend;Mazzoni
3209;Italy;88;180;Tuscany;Toscana;Sangiovese;Canneto
3211;Italy;90;300;Northeastern Italy;Alto Adige;Sauvignon;Tiefenbrunner
3215;Italy;90;370;Northeastern Italy;Alto Adige;Pinot Bianco;Cantina Terlano
3221;Italy;89;220;Northeastern Italy;Alto Adige;Pinot Grigio;Elena Walch
3222;Italy;89;180;Northeastern Italy;Alto Adige;Pinot Grigio;Erste Neue
3235;Italy;89;300;Tuscany;Toscana;Red Blend;Tenuta Santo Pietro
3238;Italy;89;250;Lombardy;Lugana;Turbiana;Ottella
3250;Italy;89;350;Piedmont;Roero;Nebbiolo;Negro Angelo e Figli
3251;Italy;89;260;Piedmont;Roero;Nebbiolo;Cascina Chicco
3260;Italy;89;420;Piedmont;Barolo;Nebbiolo;Raineri Gianmatteo
3276;Italy;87;800;Piedmont;Barolo;Nebbiolo;Abbona Marziano
3283;Italy;87;250;Piedmont;Langhe;Nebbiolo;Ca' del Baio
3288;Italy;87;660;Piedmont;Barolo;Nebbiolo;Mario Gagliasso
3313;Italy;89;220;Sicily & Sardinia;Terre Siciliane;Red Blend;Firriato
3315;Italy;89;250;Southern Italy;Greco di Tufo;Greco;Mastroberardino
3317;Italy;89;490;Sicily & Sardinia;Cannonau di Sardegna;Cannonau;Tenute Soletta
3318;Italy;89;400;Southern Italy;Fiano di Avellino;Fiano;Tenuta Sarno 1860
3319;Italy;89;210;Southern Italy;Fiano di Avellino;Fiano;Villa Matilde
3321;Italy;89;220;Sicily & Sardinia;Terre Siciliane;Nero d'Avola;Tonnino
3325;Italy;89;250;Southern Italy;Fiano di Avellino;Fiano;Mastroberardino
3335;Italy;94;900;Tuscany;Toscana;Sangiovese;Michele Satta
3342;Italy;94;650;Tuscany;Brunello di Montalcino;Sangiovese;Altesino
3373;Italy;86;500;Tuscany;Brunello di Montalcino;Sangiovese;Tenuta Vitanza
3398;Italy;88;260;Lombardy;Valtellina Superiore;Nebbiolo;Nera
3440;Italy;91;170;Lombardy;Lugana;Turbiana;Marangona
3450;Italy;89;1200;Tuscany;Colli della Toscana Centrale;Sangiovese;Fontodi
3451;Italy;89;280;Tuscany;Chianti Classico;Sangiovese;Melini
3453;Italy;89;900;Tuscany;Brunello di Montalcino;Sangiovese;Capanna
3473;Italy;89;400;Tuscany;Brunello di Montalcino;Sangiovese;La Collina dei Lecci
3482;Italy;90;170;Central Italy;Lambrusco di Sorbara;Lambrusco di Sorbara;Cleto Chiarli
3502;Italy;90;510;Piedmont;Barolo;Nebbiolo;Marchesi di Barolo
3503;Italy;90;200;Piedmont;Roero;Nebbiolo;Cascina del Pozzo
3504;Italy;90;680;Piedmont;Barolo;Nebbiolo;Casetta
3507;Italy;90;410;Piedmont;Barbaresco;Nebbiolo;Ada Nada
3508;Italy;90;600;Piedmont;Barbaresco;Nebbiolo;Albino Rocca
3514;Italy;89;350;Tuscany;Chianti Classico;Red Blend;Fattoria di Montemaggio
3515;Italy;89;320;Tuscany;Bolgheri;Red Blend;Guado al Tasso
3517;Italy;89;190;Northeastern Italy;Alto Adige;Pinot Bianco;Kellerei Kaltern Caldaro
3518;Italy;89;100;Veneto;Soave;White Blend;La Cappuccina
3521;Italy;89;480;Lombardy;Lugana;Turbiana;Cà dei Frati
3522;Italy;89;200;Northeastern Italy;Vigneti delle Dolomiti;Sauvignon;Castelfeder
3528;Italy;89;180;Northeastern Italy;Alto Adige;Sauvignon;St. Pauls
3531;Italy;89;150;Northeastern Italy;Trentino;Pinot Grigio;Mezzacorona
3532;Italy;89;150;Veneto;Soave Classico;Garganega;Monte Tondo
3533;Italy;89;190;Lombardy;Lugana;Turbiana;Olivini
3537;Italy;89;290;Northeastern Italy;Alto Adige;Gewürztraminer;Caldaro
3539;Italy;89;170;Northeastern Italy;Alto Adige;Pinot Grigio;Cantina Produttori San Michele Appiano
3542;Italy;89;650;Piedmont;Barolo;Nebbiolo;460 Casina Bric
3545;Italy;89;450;Piedmont;Barolo;Nebbiolo;Borgogno F.lli Serio e Battista
3551;Italy;89;790;Piedmont;Barolo;Nebbiolo;Beni di Batasiolo
3552;Italy;89;1190;Piedmont;Barolo;Nebbiolo;Borgogno
3553;Italy;89;1150;Piedmont;Barolo;Nebbiolo;Borgogno
3558;Italy;89;300;Piedmont;Barolo;Nebbiolo;Mario Gagliasso
3560;Italy;89;450;Piedmont;Barolo;Nebbiolo;Mauro Sebaste
3561;Italy;89;500;Piedmont;Barolo;Nebbiolo;La Torricella
3562;Italy;89;550;Piedmont;Barolo;Nebbiolo;Sordo
3565;Italy;89;880;Piedmont;Barolo;Nebbiolo;Bric Cenciurio
3566;Italy;89;500;Piedmont;Barolo;Nebbiolo;Olivero
3567;Italy;89;150;Piedmont;Dolcetto d'Alba;Dolcetto;Paolo Scavino
3569;Italy;89;1150;Piedmont;Barbaresco;Nebbiolo;Pio Cesare
3585;Italy;89;210;Sicily & Sardinia;Etna;Carricante;Pietradolce
3592;Italy;89;450;Southern Italy;Fiano di Avellino;Fiano;Di Meo
3606;Italy;87;600;Piedmont;Barolo;Nebbiolo;Ellena
3635;Italy;94;230;Tuscany;Vino Nobile di Montepulciano;Red Blend;Gracciano della Seta
3662;Italy;89;280;Tuscany;Maremma Toscana;Sangiovese;Fattoria di Magliano
3665;Italy;89;400;Tuscany;Brunello di Montalcino;Sangiovese;La Collina dei Lecci
3671;Italy;89;250;Tuscany;Chianti Classico;Sangiovese;Bibbiano
3672;Italy;89;260;Tuscany;Chianti Classico;Red Blend;Carpineto
3719;Italy;85;400;Tuscany;Brunello di Montalcino;Sangiovese;Pian delle Querci
3744;Italy;87;130;Italy Other;Vino Spumante;Frappato;Vigna di Pettineo
3780;Italy;89;280;Northeastern Italy;Alto Adige Valle Isarco;Veltliner;Klaus Lentsch
3781;Italy;89;190;Northeastern Italy;Alto Adige;Gewürztraminer;Kössler
3785;Italy;89;270;Northeastern Italy;Alto Adige;Gewürztraminer;Nals Margreid
3789;Italy;89;290;Northeastern Italy;Alto Adige;Gewürztraminer;Caldaro
3791;Italy;89;170;Northeastern Italy;Alto Adige;Pinot Grigio;Cantina Produttori San Michele Appiano
3807;Italy;89;300;Lombardy;Lugana;Turbiana;Zenato
3808;Italy;89;310;Lombardy;Lugana;Turbiana;Perla del Garda
3809;Italy;89;160;Veneto;Soave Classico;White Blend;Pieropan
3816;Italy;89;200;Sicily & Sardinia;Terre Siciliane;Rosato;Le Casematte
3824;Italy;89;340;Sicily & Sardinia;Etna;Red Blend;Terrazze dell'Etna
3828;Italy;89;270;Southern Italy;Greco di Tufo;Greco;Di Meo
3833;Italy;89;250;Southern Italy;Sannio;Greco;Fattoria La Rivolta
3834;Italy;89;600;Southern Italy;Fiano di Avellino;Fiano;Feudi di San Gregorio
3842;Italy;90;220;Piedmont;Langhe;Nebbiolo;Tenute Cisa Asinari dei Marchesi di Gresy
3846;Italy;90;210;Central Italy;Lambrusco di Sorbara;Lambrusco;Paltrinieri
3873;Italy;89;600;Piedmont;Barolo;Nebbiolo;San Biagio
3874;Italy;89;460;Piedmont;Barolo;Nebbiolo;San Biagio
3883;Italy;89;800;Piedmont;Barolo;Nebbiolo;Paolo Manzone
3884;Italy;89;650;Piedmont;Barolo;Nebbiolo;Pelassa
3886;Italy;89;590;Piedmont;Barolo;Nebbiolo;Tenuta Rocca
3895;Italy;89;200;Piedmont;Barbera d'Alba;Barbera;Ascheri
3907;Italy;87;850;Piedmont;Barbaresco;Nebbiolo;Negro Angelo e Figli
3908;Italy;87;480;Piedmont;Barolo;Nebbiolo;Podere Ruggeri Corsini
3913;Italy;87;600;Piedmont;Barolo;Nebbiolo;Stroppiana
3914;Italy;87;690;Piedmont;Barolo;Nebbiolo;Tenuta Rocca
3916;Italy;87;650;Piedmont;Barolo;Nebbiolo;Bava
3920;Italy;87;440;Piedmont;Barolo;Nebbiolo;Bosio
3921;Italy;87;150;Piedmont;Roero;Arneis;Cascina del Pozzo
3943;Italy;94;800;Tuscany;Brunello di Montalcino;Sangiovese;Lisini
3947;Italy;94;650;Tuscany;Brunello di Montalcino;Sangiovese;Gianni Brunelli
3960;Italy;89;250;Tuscany;Chianti Classico;Red Blend;Riseccoli
3961;Italy;89;600;Tuscany;Vino Nobile di Montepulciano;Red Blend;Vecchia Cantina di Montepulciano
3966;Italy;88;150;Tuscany;Chianti;Red Blend;La Cignozza
3968;Italy;88;360;Tuscany;Chianti Classico;Sangiovese;Lornano
3969;Italy;88;250;Tuscany;Chianti Classico;Sangiovese;Renieri
3970;Italy;88;250;Tuscany;Chianti Classico;Red Blend;Villa di Geggiano
3997;Italy;91;250;Lombardy;Lugana;Turbiana;Ottella
4004;Italy;91;280;Southern Italy;Fiano di Avellino;Fiano;Tenuta Sarno 1860
4026;Italy;85;1200;Tuscany;Brunello di Montalcino;Sangiovese;Casa Raia
4057;Italy;87;170;Tuscany;Toscana;Red Blend;Diadema
4061;Italy;87;300;Tuscany;Toscana;Red Blend;Fattoria di Travalda
4063;Italy;87;700;Tuscany;Toscana;Syrah;Terre del Marchesato
4066;Italy;87;250;Tuscany;Toscana;Red Blend;Tenuta di Trecciano
4067;Italy;87;280;Tuscany;Toscana;Red Blend;Pieve Santo Stefano
4068;Italy;87;400;Tuscany;Toscana;Red Blend;Poggioventoso
4069;Italy;87;150;Tuscany;Toscana;Sangiovese;Pratesi
4090;Italy;89;590;Piedmont;Barolo;Nebbiolo;Tenuta Rocca
4099;Italy;89;200;Piedmont;Barbera d'Alba;Barbera;Ascheri
4104;Italy;89;300;Piedmont;Barbera d'Alba;Barbera;Comm. G. B. Burlotto
4106;Italy;89;500;Piedmont;Barolo;Nebbiolo;Dosio
4114;Italy;89;250;Northeastern Italy;Alto Adige;Pinot Bianco;Kellerei Kaltern Caldaro
4115;Italy;89;190;Lombardy;Lugana;Turbiana;Ottella
4116;Italy;89;180;Lombardy;Lugana;Turbiana;Pilandro
4124;Italy;89;210;Northeastern Italy;Alto Adige;Riesling;Erste Neue
4129;Italy;89;150;Northeastern Italy;Alto Adige;Pinot Grigio;Cantina Produttori Cortaccia
4130;Italy;89;220;Northeastern Italy;Alto Adige;Pinot Grigio;Cantina Terlano
4131;Italy;89;700;Tuscany;Toscana;Red Blend;Castellare di Castellina
4142;Italy;89;360;Sicily & Sardinia;Etna;Carricante;Tenuta delle Terre Nere
4146;Italy;89;280;Sicily & Sardinia;Etna;Carricante;Tornatore
4153;Italy;89;100;Sicily & Sardinia;Sicilia;Grillo;Stemmari
4160;Italy;89;250;Sicily & Sardinia;Sicilia;Nerello Cappuccio;Tenuta di Fessina
4163;Italy;89;160;Southern Italy;Falanghina del Beneventano;Falanghina;Villa Raiano
4164;Italy;89;170;Southern Italy;Fiano di Avellino;Fiano;Mastroberardino
4189;Italy;90;650;Piedmont;Barbaresco;Nebbiolo;Cascina Luisin
4190;Italy;90;930;Piedmont;Barbaresco;Nebbiolo;Ceretto
4196;Italy;90;500;Piedmont;Barbaresco;Nebbiolo;Rivetti Massimo
4198;Italy;90;490;Piedmont;Barbaresco;Nebbiolo;Socré
4204;Italy;86;550;Piedmont;Barolo;Nebbiolo;Mauro Sebaste
4206;Italy;86;600;Piedmont;Barbaresco;Nebbiolo;Cascina Bruciata
4237;Italy;93;600;Tuscany;Brunello di Montalcino;Sangiovese;Campogiovanni
4255;Italy;93;850;Tuscany;Brunello di Montalcino;Sangiovese;Il Poggione
4268;Italy;88;560;Tuscany;Chianti Classico;Red Blend;Poggio Borgoni
4272;Italy;88;180;Tuscany;Maremma Toscana;Red Blend;Tenuta La Badiola
4273;Italy;88;800;Tuscany;Brunello di Montalcino;Sangiovese;Tenuta Vitanza
4278;Italy;88;300;Tuscany;Maremma Toscana;Red Blend;Canneta
4280;Italy;88;200;Tuscany;Chianti Classico;Red Blend;Bibbiano
4281;Italy;88;440;Tuscany;Vin Santo del Chianti Classico;Red Blend;Barone Ricasoli
4282;Italy;88;400;Tuscany;Brunello di Montalcino;Sangiovese;Bonacchi
4283;Italy;88;200;Tuscany;Chianti Classico;Sangiovese;Castello di Bossi
4286;Italy;88;250;Tuscany;Chianti Classico;Red Blend;Fattoria di Montemaggio
4287;Italy;88;360;Tuscany;Vin Santo del Chianti Rufina;White Blend;Fattoria Lavacchio
4289;Italy;88;500;Tuscany;Brunello di Montalcino;Sangiovese;Belpoggio
4291;Italy;89;600;Piedmont;Barolo;Nebbiolo;Battaglio
4295;Italy;89;300;Piedmont;Barbera d'Alba;Barbera;Comm. G. B. Burlotto
4297;Italy;89;500;Piedmont;Barolo;Nebbiolo;Dosio
4306;Italy;89;200;Piedmont;Barbera d'Alba Superiore;Barbera;Il Falchetto
4313;Italy;89;550;Piedmont;Barolo;Nebbiolo;Rattalino
4315;Italy;89;690;Piedmont;Barolo;Nebbiolo;Tenuta Rocca
4317;Italy;89;200;Piedmont;Coste della Sesia;Nebbiolo;Travaglini
4320;Italy;91;330;Lombardy;Lugana;Turbiana;Selva Capuzza
4340;Italy;91;270;Southern Italy;Greco di Tufo;Greco;Cantine di Marzo
4357;Italy;85;600;Tuscany;Brunello di Montalcino;Sangiovese;La Serena
4367;Italy;85;350;Tuscany;Bolgheri Superiore;Red Blend;Aia Vecchia
4386;Italy;87;200;Italy Other;Vino Spumante;Nerello Mascalese;Murgo
4394;Italy;87;400;Lombardy;Valtellina Superiore;Nebbiolo;Rainoldi
4403;Italy;87;150;Tuscany;Toscana;Red Blend;Castello del Terriccio
4405;Italy;87;650;Tuscany;Toscana;Red Blend;Cennatoio
4410;Italy;89;350;Tuscany;Bolgheri;Red Blend;Donna Olimpia 1898
4412;Italy;89;320;Northeastern Italy;Alto Adige;Gewürztraminer;Elena Walch
4423;Italy;89;180;Northeastern Italy;Alto Adige;Pinot Bianco;St. Pauls
4426;Italy;89;160;Northeastern Italy;Alto Adige;Pinot Bianco;Cantina Produttori Cortaccia
4427;Italy;89;500;Tuscany;Rosso di Toscana;Sangiovese;Castello di Monsanto
4435;Italy;88;400;Tuscany;Chianti Classico;Red Blend;Lamole di Lamole
4437;Italy;88;200;Lombardy;Lugana;Turbiana;Malavasi Daniele
4438;Italy;88;170;Lombardy;Lugana;Turbiana;Marangona
4439;Italy;88;150;Lombardy;Lugana;Turbiana;CàMaiol
4441;Italy;89;440;Sicily & Sardinia;Sicilia;Nero d'Avola;Baglio di Pianetto
4442;Italy;89;270;Sicily & Sardinia;Valli di Porto Pino;Red Blend;Cantina Santadi
4447;Italy;89;880;Southern Italy;Fiano di Avellino;Fiano;Di Meo
4448;Italy;89;270;Southern Italy;Fiano di Avellino;Fiano;Di Meo
4463;Italy;89;190;Sicily & Sardinia;Alcamo;Catarratto;Tenuta Rapitalà
4471;Italy;93;600;Tuscany;Brunello di Montalcino;Sangiovese;Campogiovanni
4485;Italy;93;750;Tuscany;Brunello di Montalcino;Sangiovese;Canalicchio di Sopra
4494;Italy;93;550;Tuscany;Brunello di Montalcino;Sangiovese;La Gerla
4501;Italy;90;560;Piedmont;Barolo;Nebbiolo;Cascina Bongiovanni
4502;Italy;90;1290;Piedmont;Barolo;Nebbiolo;Luigi Oddero & Figli
4505;Italy;90;1350;Piedmont;Barolo;Nebbiolo;Mirafiore
4506;Italy;90;480;Piedmont;Barbaresco;Nebbiolo;Oddero
4512;Italy;90;1050;Piedmont;Barolo;Nebbiolo;Viberti
4515;Italy;90;640;Italy Other;Vino da Tavola;Nerello Mascalese;Frank Cornelissen
4516;Italy;90;250;Piedmont;Langhe;Nebbiolo;G D Vajra
4519;Italy;90;850;Piedmont;Barolo;Nebbiolo;Cascina del Monastero
4528;Italy;90;240;Piedmont;Langhe;Nebbiolo;Giuseppe Cortese
4537;Italy;87;150;Tuscany;Toscana;Red Blend;Tenuta La Badiola
4543;Italy;87;150;Tuscany;Toscana;Red Blend;Castello del Terriccio
4545;Italy;87;650;Tuscany;Toscana;Red Blend;Cennatoio
4563;Italy;86;350;Piedmont;Barbaresco;Nebbiolo;Terre da Vino
4573;Italy;86;450;Piedmont;Barolo;Nebbiolo;Raineri Gianmatteo
4594;Italy;91;210;Southern Italy;Fiano di Avellino;Fiano;Feudi di San Gregorio
4596;Italy;91;160;Northeastern Italy;Collio;Malvasia;Gradis'ciutta
4601;Italy;91;250;Northeastern Italy;Collio;Sauvignon;Ronco Blanchis
4603;Italy;91;260;Northeastern Italy;Collio;Pinot Bianco;Schiopetto
4607;Italy;91;350;Southern Italy;Aglianico del Vulture;Aglianico;Basilisco
4640;Italy;88;500;Tuscany;Brunello di Montalcino;Sangiovese;Pinino
4646;Italy;88;250;Tuscany;Chianti Classico;Red Blend;I Fabbri
4650;Italy;88;430;Piedmont;Barolo;Nebbiolo;Giribaldi
4660;Italy;88;240;Piedmont;Barbera d'Alba;Barbera;Broccardo
4662;Italy;88;330;Piedmont;Barbera d'Alba;Barbera;Conterno Fantino
4711;Italy;88;650;Southern Italy;Costa d'Amalfi;Red Blend;Marisa Cuomo
4719;Italy;88;250;Sicily & Sardinia;Etna;White Blend;Antichi Vinai 1877
4728;Italy;88;200;Sicily & Sardinia;Etna;Rosato;Tenuta delle Terre Nere
4734;Italy;88;130;Sicily & Sardinia;Eloro;Nero d'Avola;Curto
4736;Italy;88;160;Southern Italy;Beneventano;Falanghina;Donnachiara
4794;Italy;86;600;Piedmont;Barolo;Nebbiolo;Parusso
4800;Italy;88;270;Northeastern Italy;Alto Adige;Gewürztraminer;Cantina Produttori Cortaccia
4801;Italy;88;600;Northeastern Italy;Alto Adige;White Blend;Cantina Terlano
4802;Italy;88;170;Tuscany;Chianti Classico;Sangiovese;Casuccio Tarletti
4809;Italy;88;180;Veneto;Soave Classico;White Blend;Coffele
4812;Italy;88;450;Veneto;Veronese;Garganega;Suavia
4814;Italy;88;190;Lombardy;Lugana;Turbiana;Montonale
4816;Italy;88;200;Northeastern Italy;Alto Adige Valle Isarco;Kerner;Abbazia di Novacella
4819;Italy;88;250;Northeastern Italy;Alto Adige;Sauvignon Blanc;Erste Neue
4820;Italy;88;200;Veneto;Soave;Garganega;Fattori
4821;Italy;88;270;Tuscany;Chianti Classico;Red Blend;Fattoria di Corsignano
4823;Italy;88;220;Northeastern Italy;Alto Adige;Sauvignon;Girlan
4826;Italy;88;190;Northeastern Italy;Alto Adige;Müller-Thurgau;Kellerei Kaltern Caldaro
4827;Italy;88;270;Northeastern Italy;Alto Adige;Sauvignon;Kellerei Kaltern Caldaro
4844;Italy;90;900;Piedmont;Barolo;Nebbiolo;Domenico Clerico
4848;Italy;90;580;Piedmont;Barbaresco;Nebbiolo;Sottimano
4856;Italy;90;350;Piedmont;Barbaresco;Nebbiolo;Cascina Bruciata
4857;Italy;90;350;Piedmont;Barbaresco;Nebbiolo;Castello di Neive
4871;Italy;88;400;Tuscany;Brunello di Montalcino;Sangiovese;Fattoria La Lecciaia
4877;Italy;88;720;Tuscany;Brunello di Montalcino;Sangiovese;La Mannella
4878;Italy;88;650;Tuscany;Brunello di Montalcino;Sangiovese;La Poderina
4879;Italy;88;900;Tuscany;Brunello di Montalcino;Sangiovese;Lambardi
4924;Italy;87;340;Tuscany;Toscana;Sangiovese;PoderNuovo a Palazzone
4926;Italy;87;170;Tuscany;Toscana;Red Blend;San Fabiano Calcinaia
4928;Italy;87;180;Tuscany;Toscana;Red Blend;Terre del Marchesato
4929;Italy;87;300;Tuscany;Toscana;Red Blend;Volpaia
4931;Italy;87;180;Tuscany;Toscana;Red Blend;Guado al Melo
4937;Italy;87;280;Italy Other;Vino Spumante;Prié Blanc;Cave du Vin Blanc de Morgex et de la Salle
4945;Italy;87;400;Tuscany;Toscana;Merlot;Agricoltori del Chianti Geografico
4947;Italy;87;1650;Tuscany;Toscana;Sangiovese;Argiano
4948;Italy;87;160;Tuscany;Toscana;Red Blend;Castello di Meleto
4968;Italy;88;450;Piedmont;Barolo;Nebbiolo;Giacomo Grimaldi
4970;Italy;88;650;Piedmont;Barolo;Nebbiolo;Sordo
4972;Italy;88;200;Piedmont;Barbera d'Alba;Barbera;Comm. G. B. Burlotto
4973;Italy;88;200;Piedmont;Barbera d'Asti;Barbera;Coppo
4974;Italy;88;900;Piedmont;Barolo;Nebbiolo;Curto Marco
4976;Italy;88;450;Piedmont;Roero;Nebbiolo;Demarie
5037;Italy;90;200;Northeastern Italy;Isonzo del Friuli;Pinot Grigio;Tenuta Luisa
5039;Italy;90;300;Southern Italy;Taurasi;Aglianico;Torricino
5060;Italy;88;250;Tuscany;Chianti Classico;Red Blend;Machiavelli
5061;Italy;88;250;Tuscany;Vino Nobile di Montepulciano;Red Blend;Nottola
5062;Italy;88;180;Tuscany;Chianti Classico;Red Blend;Il Brunone
5063;Italy;88;250;Tuscany;Vino Nobile di Montepulciano;Red Blend;Le Bertille
5072;Italy;93;500;Tuscany;Brunello di Montalcino;Sangiovese;Ridolfi
5088;Italy;93;550;Tuscany;Brunello di Montalcino;Sangiovese;Col d'Orcia
5092;Italy;93;800;Tuscany;Brunello di Montalcino;Sangiovese;Lambardi
5097;Italy;93;700;Tuscany;Bolgheri Superiore;Red Blend;Michele Satta
5098;Italy;93;400;Tuscany;Brunello di Montalcino;Sangiovese;Molino di Sant'Antimo
5112;Italy;88;200;Sicily & Sardinia;Terre Siciliane;Catarratto;Marchesi De Gregorio
5127;Italy;88;200;Southern Italy;Greco di Tufo;Greco;Donnachiara
5128;Italy;88;170;Sicily & Sardinia;Sicilia;White Blend;Donnafugata
5130;Italy;88;200;Piedmont;Barbera d'Alba;Barbera;Comm. G. B. Burlotto
5131;Italy;88;200;Piedmont;Barbera d'Asti;Barbera;Coppo
5132;Italy;88;900;Piedmont;Barolo;Nebbiolo;Curto Marco
5134;Italy;88;450;Piedmont;Roero;Nebbiolo;Demarie
5141;Italy;88;240;Piedmont;Barbera d'Asti Superiore;Barbera;Il Falchetto
5157;Italy;88;200;Piedmont;Barbera d'Asti Superiore;Barbera;Rinaldi
5161;Italy;88;250;Lombardy;Lugana;Turbiana;Cà dei Frati
5172;Italy;88;240;Tuscany;Toscana;Red Blend;Olivi
5177;Italy;88;290;Northeastern Italy;Alto Adige;Pinot Grigio;Tramin
5186;Italy;88;130;Northeastern Italy;Alto Adige;Pinot Bianco;Cantina Produttori Cortaccia
5187;Italy;88;250;Northeastern Italy;Alto Adige;White Blend;Cantina Terlano
5190;Italy;86;490;Piedmont;Barolo;Nebbiolo;Torlasco
5191;Italy;86;700;Piedmont;Barolo;Nebbiolo;Diego Conterno
5219;Italy;86;600;Piedmont;Barolo;Nebbiolo;Mauro Sebaste
5241;Italy;89;2500;Piedmont;Barolo;Nebbiolo;Domenico Clerico
5242;Italy;89;320;Piedmont;Langhe;Nebbiolo;Elvio Cogno
