Vintage;Country;County;Points;Price;Province
01/01/2006;France;Vin de Pays d Oc;85;10;Languedoc Roussillon
01/01/2006;Italy;Sicilia;88;16;Sicily & Sardinia
01/01/2006;Italy;Collio;89;35;Northeastern Italy
01/01/2006;Italy;Brunello di Montalcino;94;90;Tuscany
01/01/2006;Italy;Amarone della Valpolicella;88;75;Veneto
01/01/2006;Italy;Albana di Romagna;92;50;Central Italy
01/01/2006;Italy;Toscana;92;83;Tuscany
01/01/2006;France;Champagne;95;140;Champagne
01/01/2006;Italy;Toscana;88;18;Tuscany
01/01/2006;Italy;Franciacorta;90;36;Lombardy
01/01/2006;Italy;Barbera d Asti Superiore Nizza;89;30;Piedmont
01/01/2006;Italy;Friuli Grave;85;12;Northeastern Italy
01/01/2006;Italy;Amarone della Valpolicella Classico;90;130;Veneto
01/01/2006;Italy;Barolo;94;100;Piedmont
01/01/2006;France;Madiran;95;50;Southwest France
01/01/2006;France;Vin de Pays d Oc;84;13;Languedoc Roussillon
01/01/2006;Italy;Colli Orientali del Friuli;86;16;Northeastern Italy
01/01/2006;Italy;Amarone della Valpolicella Classico;93;160;Veneto
01/01/2006;Italy;Italy;86;11;Italy Other
01/01/2006;Italy;Colli Orientali del Friuli;87;21;Northeastern Italy
01/01/2006;Italy;Brunello di Montalcino;92;50;Tuscany
01/01/2006;Italy;Venezia Giulia;87;17;Northeastern Italy
01/01/2006;Italy;Taurasi;91;60;Southern Italy
01/01/2006;France;Champagne;91;90;Champagne
01/01/2006;Italy;Morellino di Scansano;87;16;Tuscany
01/01/2006;Italy;Sagrantino di Montefalco;94;100;Central Italy
01/01/2006;Italy;Brunello di Montalcino;93;60;Tuscany
01/01/2006;France;Volnay;93;70;Burgundy
01/01/2006;France;Champagne;95;114;Champagne
01/01/2006;Italy;Barbaresco;95;110;Piedmont
01/01/2006;France;Côtes du Rhône;84;13;Rhône Valley
01/01/2006;Italy;ForlÃ¬;85;14;Central Italy
01/01/2006;Italy;Sicilia;91;30;Sicily & Sardinia
01/01/2006;Italy;Brunello di Montalcino;94;100;Tuscany
01/01/2006;France;Meursault;91;71;Burgundy
01/01/2006;Italy;Sicilia;87;16;Sicily & Sardinia
01/01/2006;Italy;Vino Nobile di Montepulciano;87;14;Tuscany
01/01/2006;Italy;Brunello di Montalcino;94;75;Tuscany
01/01/2006;Italy;Franciacorta;91;40;Lombardy
01/01/2006;France;Pouilly Fuissé;87;25;Burgundy
01/01/2006;Italy;Veneto;87;15;Veneto
01/01/2006;Italy;Castel del Monte;85;15;Southern Italy
01/01/2006;France;Chablis;90;108;Burgundy
01/01/2006;Italy;Rosso Piceno Superiore;86;16;Central Italy
01/01/2006;France;Champagne;93;138;Champagne
01/01/2006;Italy;Barolo;94;94;Piedmont
01/01/2006;Italy;Toscana;88;35;Tuscany
01/01/2006;France;Champagne;94;130;Champagne
01/01/2006;Italy;Rosso del Veronese;87;21;Veneto
01/01/2006;Italy;Umbria;84;12;Central Italy
01/01/2006;Italy;Brunello di Montalcino;91;120;Tuscany
01/01/2006;Italy;Amarone della Valpolicella Classico;89;40;Veneto
01/01/2006;Italy;Alto Adige;89;27;Northeastern Italy
01/01/2006;Italy;Chianti Colli Fiorentini;89;23;Tuscany
01/01/2006;Italy;Brunello di Montalcino;90;55;Tuscany
01/01/2006;Italy;Etna;91;54;Sicily & Sardinia
01/01/2006;Italy;Brunello di Montalcino;92;65;Tuscany
01/01/2006;France;Chablis;94;117;Burgundy
01/01/2006;France;Côtes de Provence;87;42;Provence
01/01/2006;Italy;Sicilia;85;17;Sicily & Sardinia
01/01/2006;France;Vouvray;88;16;Loire Valley
01/01/2006;Italy;Toscana;88;18;Tuscany
01/01/2006;Italy;Barbaresco;90;39;Piedmont
01/01/2006;Italy;Salento;87;18;Southern Italy
01/01/2006;France;Pouilly Fumé;88;21;Loire Valley
01/01/2006;France;Champagne;94;180;Champagne
01/01/2006;Italy;Puglia;89;19;Southern Italy
01/01/2006;Italy;Brunello di Montalcino;92;50;Tuscany
01/01/2006;France;Chablis;91;54;Burgundy
01/01/2006;Italy;Amarone della Valpolicella Classico;93;115;Veneto
01/01/2006;Italy;Brunello di Montalcino;94;106;Tuscany
01/01/2006;France;Premieres Côtes de Blaye;87;15;Bordeaux
01/01/2006;France;Menetou Salon;88;24;Loire Valley
01/01/2006;Italy;Salento;87;15;Southern Italy
01/01/2006;Italy;Etna;90;52;Sicily & Sardinia
01/01/2006;Italy;Barolo;95;94;Piedmont
01/01/2006;Italy;Italy;85;11;Italy Other
01/01/2006;Italy;Rosso di Toscana;89;50;Tuscany
01/01/2006;Italy;Chianti Classico;91;45;Tuscany
01/01/2006;Italy;Chianti Classico;88;30;Tuscany
01/01/2006;Italy;Offida Passerina;91;25;Central Italy
01/01/2006;France;Chablis;92;78;Burgundy
01/01/2006;Italy;Toscana;91;40;Tuscany
01/01/2006;Italy;Valpolicella Valpantena;87;15;Veneto
01/01/2006;Italy;Langhe;88;22;Piedmont
01/01/2006;Italy;Alto Adige;86;14;Northeastern Italy
01/01/2006;Italy;Brunello di Montalcino;97;80;Tuscany
01/01/2006;France;Côtes de Provence;86;20;Provence
01/01/2006;France;Chablis;91;40;Burgundy
01/01/2006;France;Chablis;92;35;Burgundy
01/01/2006;Italy;Sicilia;88;38;Sicily & Sardinia
01/01/2006;France;Champagne;91;65;Champagne
01/01/2006;Italy;Barbera d Asti;87;11;Piedmont
01/01/2006;Italy;Barbera d Alba;87;26;Piedmont
01/01/2006;Italy;Salento;87;21;Southern Italy
01/01/2006;Italy;Chianti Classico;90;25;Tuscany
01/01/2006;Italy;Umbria;91;375;Central Italy
01/01/2006;France;Alsace;86;27;Alsace
01/01/2006;Italy;Chianti Classico;91;38;Tuscany
01/01/2006;Italy;Vernaccia di San Gimignano;88;23;Tuscany
01/01/2006;Italy;Barolo;92;84;Piedmont
01/01/2006;France;Chablis;93;87;Burgundy
01/01/2006;Italy;Valpolicella Classico;84;30;Veneto
01/01/2006;France;Juliénas;89;21;Beaujolais
01/01/2006;Italy;Franciacorta;89;150;Lombardy
01/01/2006;Italy;Toscana;91;80;Tuscany
01/01/2006;France;Fleurie;92;25;Beaujolais
01/01/2006;Italy;Ruché di Castagnole Monferrato;86;15;Piedmont
01/01/2006;Italy;Bolgheri;92;45;Tuscany
01/01/2006;Italy;Brunello di Montalcino;94;96;Tuscany
01/01/2007;Italy;Toscana;93;65;Tuscany
01/01/2007;France;Alsace;85;16;Alsace
01/01/2007;Italy;Morellino di Scansano;88;24;Tuscany
01/01/2007;France;Juliénas;88;20;Beaujolais
01/01/2007;Italy;Brunello di Montalcino;96;73;Tuscany
01/01/2007;Italy;Barolo;91;44;Piedmont
01/01/2007;France;Côtes du Ventoux;89;17;Rhône Valley
01/01/2007;France;Alsace;87;30;Alsace
01/01/2007;Italy;Barolo;94;45;Piedmont
01/01/2007;France;Bordeaux Blanc;89;70;Bordeaux
01/01/2007;Italy;Piave;87;16;Veneto
01/01/2007;France;Margaux;89;70;Bordeaux
01/01/2007;Italy;Sicilia;90;21;Sicily & Sardinia
01/01/2007;Italy;Barbera d Alba;91;50;Piedmont
01/01/2007;France;Alsace;93;50;Alsace
01/01/2007;Italy;Brunello di Montalcino;93;94;Tuscany
01/01/2007;Italy;Barolo;94;103;Piedmont
01/01/2007;France;Margaux;85;30;Bordeaux
01/01/2007;France;Coteaux du Languedoc;89;10;Languedoc Roussillon
01/01/2007;Italy;Brunello di Montalcino;93;90;Tuscany
01/01/2007;Italy;Greco di Tufo;86;32;Southern Italy
01/01/2007;France;Cahors;88;15;Southwest France
01/01/2007;Italy;Barbaresco;90;44;Piedmont
01/01/2007;Italy;Toscana;89;38;Tuscany
01/01/2007;France;Condrieu;91;59;Rhône Valley
01/01/2007;Italy;Colli Orientali del Friuli;90;40;Northeastern Italy
01/01/2007;Italy;Barolo;92;65;Piedmont
01/01/2007;Italy;Amarone della Valpolicella Classico;92;55;Veneto
01/01/2007;France;Alsace;90;114;Alsace
01/01/2007;Italy;Sicilia;91;29;Sicily & Sardinia
01/01/2007;Italy;Barbera d Alba;87;35;Piedmont
01/01/2007;Italy;Greco di Tufo;88;29;Southern Italy
01/01/2007;Italy;Sicilia;86;11;Sicily & Sardinia
01/01/2007;France;Saint Chinian;85;18;Languedoc Roussillon
01/01/2007;France;Alsace;89;48;Alsace
01/01/2007;France;Monbazillac;84;10;Southwest France
01/01/2007;France;Côtes du Rhône;85;18;Rhône Valley
01/01/2007;Italy;Toscana;84;35;Tuscany
01/01/2007;France;Alsace;93;30;Alsace
01/01/2007;Italy;Amarone della Valpolicella Classico;89;80;Veneto
01/01/2007;Italy;Colli Orientali del Friuli;87;19;Northeastern Italy
01/01/2007;Italy;Barbera d Alba;86;18;Piedmont
01/01/2007;Italy;Soave Classico;86;15;Veneto
01/01/2007;France;Côtes du Ventoux;86;15;Rhône Valley
01/01/2007;France;Beaune;89;50;Burgundy
01/01/2007;Italy;Toscana;90;40;Tuscany
01/01/2007;Italy;Barolo;93;54;Piedmont
01/01/2007;Italy;Veneto;85;12;Veneto
01/01/2007;Italy;Barbaresco;91;45;Piedmont
01/01/2007;Italy;Colline Teatine;93;60;Central Italy
01/01/2007;Italy;Val di Cornia Suvereto;92;61;Tuscany
01/01/2007;Italy;Amarone della Valpolicella;89;200;Veneto
01/01/2007;France;Alsace;86;15;Alsace
01/01/2007;France;Vin de Pays d Oc;84;10;Languedoc Roussillon
01/01/2007;France;Rully;88;40;Burgundy
01/01/2007;Italy;Val di Cornia Suvereto;91;40;Tuscany
01/01/2007;Italy;Brunello di Montalcino;93;105;Tuscany
01/01/2007;Italy;Sicilia;90;32;Sicily & Sardinia
01/01/2007;Italy;Toscana;90;45;Tuscany
01/01/2007;Italy;Brunello di Montalcino;93;65;Tuscany
01/01/2007;Italy;Fiano di Avellino;89;45;Southern Italy
01/01/2007;Italy;Valtellina Superiore;93;88;Lombardy
01/01/2007;France;Minervois;90;25;Languedoc Roussillon
01/01/2007;Italy;Taurasi;92;60;Southern Italy
01/01/2007;Italy;Langhe;99;440;Piedmont
01/01/2007;Italy;Valpolicella Classico Superiore Ripasso;87;18;Veneto
01/01/2007;Italy;Barbera d Asti Superiore;87;35;Piedmont
01/01/2007;Italy;Brunello di Montalcino;93;25;Tuscany
01/01/2007;Italy;Amarone della Valpolicella Classico;88;249;Veneto
01/01/2007;France;Meursault;91;102;Burgundy
01/01/2007;France;Vin de Pays des Côtes de Gascogne;86;12;Southwest France
01/01/2007;Italy;Amarone della Valpolicella Classico;93;60;Veneto
01/01/2007;Italy;Val di Cornia Suvereto;87;29;Tuscany
01/01/2007;Italy;Amarone della Valpolicella;93;80;Veneto
01/01/2007;Italy;Recioto della Valpolicella Classico;88;15;Veneto
01/01/2007;Italy;Friuli Aquileia;85;15;Northeastern Italy
01/01/2007;Italy;Collio;87;19;Northeastern Italy
01/01/2007;France;Aloxe Corton;88;64;Burgundy
01/01/2007;Italy;Toscana;88;16;Tuscany
01/01/2007;Italy;Brunello di Montalcino;93;48;Tuscany
01/01/2007;Italy;Valpolicella Classico Superiore;84;40;Veneto
01/01/2007;Italy;Toscana;87;45;Tuscany
01/01/2007;Italy;Friuli Grave;86;10;Northeastern Italy
01/01/2007;Italy;Isola dei Nuraghi;87;40;Sicily & Sardinia
01/01/2007;Italy;Bolgheri;83;10;Tuscany
01/01/2007;Italy;Sant Antimo;90;30;Tuscany
01/01/2007;France;Champagne;92;100;Champagne
01/01/2007;Italy;Aglianico del Vulture;91;45;Southern Italy
01/01/2007;France;Vin de Table Francais;91;28;France Other
01/01/2007;Italy;Campania;85;21;Southern Italy
01/01/2007;Italy;Barbaresco;92;55;Piedmont
01/01/2007;Italy;Curtefranca;88;23;Lombardy
01/01/2007;Italy;Brunello di Montalcino;100;270;Tuscany
01/01/2007;Italy;Alto Adige;90;28;Northeastern Italy
01/01/2007;Italy;Greco di Tufo;92;39;Southern Italy
01/01/2007;Italy;Dolcetto d Alba;87;18;Piedmont
01/01/2007;France;Côtes du Luberon;87;25;Rhône Valley
01/01/2007;Italy;Collio;88;21;Northeastern Italy
01/01/2007;Italy;Chianti Classico;88;16;Tuscany
01/01/2007;Italy;Amarone della Valpolicella Classico;93;100;Veneto
01/01/2007;Italy;Toscana;86;18;Tuscany
01/01/2007;Italy;Vino Nobile di Montepulciano;85;55;Tuscany
01/01/2007;Italy;Rosso del Veronese;88;35;Veneto
01/01/2007;Italy;Salento;87;14;Southern Italy
01/01/2007;Italy;Toscana;93;30;Tuscany
01/01/2007;Italy;Barolo;90;33;Piedmont
01/01/2007;France;Saint Véran;89;30;Burgundy
01/01/2007;Italy;Barolo;91;75;Piedmont
01/01/2007;Italy;Barbaresco;87;48;Piedmont
01/01/2007;Italy;Toscana;91;25;Tuscany
01/01/2007;Italy;Taurasi;94;60;Southern Italy
01/01/2007;France;Côtes du Rhône;84;24;Rhône Valley
01/01/2007;Italy;Morellino di Scansano;89;28;Tuscany
01/01/2007;Italy;Sicilia;85;10;Sicily & Sardinia
01/01/2007;Italy;Colli Orientali del Friuli;90;52;Northeastern Italy
01/01/2007;Italy;Chianti Rufina;93;22;Tuscany
01/01/2007;Italy;Chianti Classico;88;36;Tuscany
01/01/2007;Italy;Sicilia;88;27;Sicily & Sardinia
01/01/2007;Italy;Toscana;90;20;Tuscany
01/01/2007;France;Muscadet Sèvre et Maine;86;12;Loire Valley
01/01/2007;Italy;Taurasi;93;90;Southern Italy
01/01/2007;Italy;Amarone della Valpolicella;89;57;Veneto
01/01/2007;Italy;Ruché di Castagnole Monferrato;85;18;Piedmont
01/01/2007;France;Alsace;90;84;Alsace
01/01/2007;Italy;Toscana;95;120;Tuscany
01/01/2007;Italy;Castel del Monte;90;40;Southern Italy
01/01/2007;Italy;Sicilia;89;24;Sicily & Sardinia
01/01/2007;Italy;Sicilia;85;14;Sicily & Sardinia
01/01/2007;Italy;Barolo;93;115;Piedmont
01/01/2007;France;Cahors;91;22;Southwest France
01/01/2007;Italy;Puglia;87;18;Southern Italy
01/01/2007;Italy;Salento;86;17;Southern Italy
01/01/2007;Italy;Barbera del Monferrato Superiore;89;30;Piedmont
01/01/2007;Italy;Prosecco di Valdobbiadene;86;16;Veneto
01/01/2007;Italy;Valdadige;86;18;Veneto
01/01/2007;Italy;Colli Orientali del Friuli;85;27;Northeastern Italy
01/01/2007;Italy;Soave Classico;89;44;Veneto
01/01/2007;Italy;Amarone della Valpolicella Classico;91;52;Veneto
01/01/2007;Italy;Trebbiano d Abruzzo;91;50;Central Italy
01/01/2007;Italy;Campania;85;15;Southern Italy
01/01/2007;Italy;Vernaccia di San Gimignano;86;12;Tuscany
01/01/2007;Italy;Colli Orientali del Friuli;97;90;Northeastern Italy
01/01/2007;Italy;Veronese;88;20;Veneto
01/01/2007;Italy;Toscana;92;110;Tuscany
01/01/2007;France;Alsace;88;64;Alsace
01/01/2007;France;Crozes Hermitage;88;22;Rhône Valley
01/01/2007;Italy;Beneventano;85;17;Southern Italy
01/01/2007;Italy;Soave Classico;87;19;Veneto
01/01/2007;France;Chablis;85;47;Burgundy
01/01/2007;Italy;Etna;93;38;Sicily & Sardinia
01/01/2007;France;Bordeaux Blanc;85;10;Bordeaux
01/01/2007;Italy;Barolo;92;75;Piedmont
01/01/2007;Italy;Rosso di Montalcino;86;25;Tuscany
01/01/2007;Italy;Veneto;86;20;Veneto
01/01/2007;Italy;Campania;87;26;Southern Italy
01/01/2007;Italy;Rosso Piceno;88;29;Central Italy
01/01/2007;Italy;Sicilia;87;13;Sicily & Sardinia
01/01/2007;Italy;Barolo;95;50;Piedmont
01/01/2007;Italy;Prosecco di Conegliano;86;15;Veneto
01/01/2007;France;Côtes de Bergerac;90;18;Southwest France
01/01/2007;Italy;Barolo;93;50;Piedmont
01/01/2007;Italy;Barolo;89;75;Piedmont
01/01/2007;Italy;Valpolicella;85;18;Veneto
01/01/2007;Italy;Brunello di Montalcino;94;80;Tuscany
01/01/2007;Italy;Sicilia;90;38;Sicily & Sardinia
01/01/2007;France;Côtes du Roussillon Villages;89;16;Languedoc Roussillon
01/01/2007;Italy;Chianti Classico;88;30;Tuscany
01/01/2007;Italy;Toscana;89;60;Tuscany
01/01/2007;France;Vin de Pays des Portes de Méditerranée;85;30;France Other
01/01/2007;Italy;Aglianico del Vulture;90;41;Southern Italy
01/01/2007;Italy;Delle Venezie;85;12;Northeastern Italy
01/01/2007;France;Montagny;89;30;Burgundy
01/01/2007;France;Alsace;91;48;Alsace
01/01/2007;Italy;Barbaresco;89;49;Piedmont
01/01/2007;Italy;Colli Orientali del Friuli;88;38;Northeastern Italy
01/01/2007;France;Alsace;83;15;Alsace
01/01/2007;Italy;Sant Antimo;90;34;Tuscany
01/01/2007;Italy;Brunello di Montalcino;94;92;Tuscany
01/01/2007;France;Gaillac;91;30;Southwest France
01/01/2007;France;Bergerac;88;13;Southwest France
01/01/2007;Italy;Chianti Rufina;88;34;Tuscany
01/01/2007;Italy;Toscana;90;60;Tuscany
01/01/2007;Italy;Teroldego Rotaliano;90;30;Northeastern Italy
01/01/2007;Italy;Amarone della Valpolicella;89;47;Veneto
01/01/2007;France;Vin de Pays Cité de Carcassonne;87;13;Languedoc Roussillon
01/01/2007;France;Côtes du Rhône;88;17;Rhône Valley
01/01/2007;Italy;Sicilia;87;17;Sicily & Sardinia
01/01/2007;Italy;Barolo;91;86;Piedmont
01/01/2007;Italy;Montecucco;90;43;Tuscany
01/01/2007;Italy;Barbaresco;91;65;Piedmont
01/01/2007;France;Alsace;85;14;Alsace
01/01/2007;Italy;Valpolicella Classico Superiore Ripasso;87;25;Veneto
01/01/2007;France;Gaillac;87;13;Southwest France
01/01/2007;Italy;Trebbiano d Abruzzo;91;60;Central Italy
01/01/2007;Italy;Toscana;91;24;Tuscany
01/01/2007;Italy;Vernaccia di San Gimignano;87;18;Tuscany
01/01/2007;France;Meursault;90;75;Burgundy
01/01/2007;France;Puligny Montrachet;96;260;Burgundy
01/01/2007;Italy;Dolcetto di Dogliani;88;20;Piedmont
01/01/2007;Italy;Brunello di Montalcino;93;55;Tuscany
01/01/2007;Italy;Roero;88;46;Piedmont
01/01/2007;France;Côtes du Rhône;84;12;Rhône Valley
01/01/2007;Italy;Sicilia;86;12;Sicily & Sardinia
01/01/2007;France;Côtes de Provence;89;25;Provence
01/01/2007;Italy;Sicilia;89;41;Sicily & Sardinia
01/01/2007;Italy;Toscana;91;22;Tuscany
01/01/2007;France;Margaux;91;40;Bordeaux
01/01/2007;France;Champagne;88;69;Champagne
01/01/2007;Italy;Barbaresco;93;40;Piedmont
01/01/2007;France;Châteauneuf du Pape;87;52;Rhône Valley
01/01/2007;Italy;Cerasuolo di Vittoria;86;16;Sicily & Sardinia
01/01/2007;France;Muscadet Sèvre et Maine;87;11;Loire Valley
01/01/2007;Italy;Barolo;92;31;Piedmont
01/01/2007;Italy;Maremma Toscana;88;40;Tuscany
01/01/2007;Italy;Chianti Classico;92;30;Tuscany
01/01/2007;Italy;Barolo;93;74;Piedmont
01/01/2007;Italy;Barbera d Alba Superiore;87;29;Piedmont
01/01/2007;France;Côtes de Provence;90;100;Provence
01/01/2007;France;Cahors;88;44;Southwest France
01/01/2007;Italy;Basilicata;87;22;Southern Italy
01/01/2007;Italy;Barbera d Alba;87;12;Piedmont
01/01/2007;Italy;Langhe;88;28;Piedmont
01/01/2007;Italy;Trento;91;49;Northeastern Italy
01/01/2007;France;Médoc;85;17;Bordeaux
01/01/2007;Italy;Morellino di Scansano;90;34;Tuscany
01/01/2007;Italy;Irpinia;85;14;Southern Italy
01/01/2007;Italy;Barbera d Asti;86;13;Piedmont
01/01/2007;Italy;Colli della Toscana Centrale;90;46;Tuscany
01/01/2007;Italy;Basilicata;87;20;Southern Italy
01/01/2007;Italy;Maremma;90;40;Tuscany
01/01/2007;France;Bordeaux Blanc;87;14;Bordeaux
01/01/2007;Italy;Toscana;92;37;Tuscany
01/01/2007;France;Côtes du Ventoux;86;15;Rhône Valley
01/01/2007;Italy;Barolo;95;98;Piedmont
01/01/2007;Italy;Montepulciano d Abruzzo Colline Teramane;90;42;Central Italy
01/01/2007;Italy;Barbaresco;91;54;Piedmont
01/01/2007;Italy;Barolo;93;45;Piedmont
01/01/2007;France;Beaune;91;118;Burgundy
01/01/2007;Italy;Brunello di Montalcino;92;75;Tuscany
01/01/2007;France;Graves;90;21;Bordeaux
01/01/2007;Italy;Salento;87;17;Southern Italy
01/01/2007;France;Gigondas;93;75;Rhône Valley
01/01/2007;Italy;Toscana;87;24;Tuscany
01/01/2007;France;Saumur;90;25;Loire Valley
01/01/2007;France;Corbières Boutenac;93;75;Languedoc Roussillon
01/01/2007;Italy;Brunello di Montalcino;94;110;Tuscany
01/01/2007;Italy;Terre del Volturno;93;80;Southern Italy
01/01/2008;France;Champagne;94;100;Champagne
01/01/2008;Italy;Sicilia;87;20;Sicily & Sardinia
01/01/2008;Italy;Langhe;88;31;Piedmont
01/01/2008;Italy;Sagrantino di Montefalco;90;77;Central Italy
01/01/2008;France;Chablis;90;31;Burgundy
01/01/2008;France;Cahors;90;40;Southwest France
01/01/2008;France;Vosne Romanée;91;100;Burgundy
01/01/2008;Italy;Toscana;87;11;Tuscany
01/01/2008;Italy;Amarone della Valpolicella Classico;90;50;Veneto
01/01/2008;Italy;Brunello di Montalcino;91;65;Tuscany
01/01/2008;France;Limoux;90;20;Languedoc Roussillon
01/01/2008;France;Côtes de Provence;86;39;Provence
01/01/2008;France;Cahors;93;40;Southwest France
01/01/2008;Italy;Montepulciano d Abruzzo;86;10;Central Italy
01/01/2008;Italy;Sangiovese di Romagna Superiore;88;45;Central Italy
01/01/2008;Italy;Veneto;87;28;Veneto
01/01/2008;France;Champagne;93;140;Champagne
01/01/2008;Italy;Copertino;86;35;Southern Italy
01/01/2008;France;Champagne;91;80;Champagne
01/01/2008;Italy;Collio;88;18;Northeastern Italy
01/01/2008;Italy;Marche;93;90;Central Italy
01/01/2008;Italy;Barbera del Monferrato;87;20;Piedmont
01/01/2008;Italy;Sicilia;91;17;Sicily & Sardinia
01/01/2008;France;Alsace;91;38;Alsace
01/01/2008;France;Chassagne Montrachet;93;100;Burgundy
01/01/2008;Italy;Toscana;95;75;Tuscany
01/01/2008;Italy;Piedmont;85;10;Piedmont
01/01/2008;Italy;Franciacorta;90;49;Lombardy
01/01/2008;France;Madiran;92;27;Southwest France
01/01/2008;France;Chinon;86;15;Loire Valley
01/01/2008;Italy;Sicilia;88;29;Sicily & Sardinia
01/01/2008;France;Champagne;92;87;Champagne
01/01/2008;France;Graves;89;28;Bordeaux
01/01/2008;Italy;Sannio;89;24;Southern Italy
01/01/2008;Italy;Brunello di Montalcino;91;60;Tuscany
01/01/2008;Italy;Bolgheri Superiore;98;102;Tuscany
01/01/2008;Italy;Veneto;84;12;Veneto
01/01/2008;France;Aloxe Corton;93;45;Burgundy
01/01/2008;Italy;Brunello di Montalcino;91;75;Tuscany
01/01/2008;Italy;Rosso del Veronese;88;35;Veneto
01/01/2008;Italy;Prosecco di Conegliano e Valdobbiadene;85;15;Veneto
01/01/2008;Italy;Pompeiano;85;18;Southern Italy
01/01/2008;France;Alsace;91;13;Alsace
01/01/2008;France;Faugères;90;20;Languedoc Roussillon
01/01/2008;France;Côtes de Bergerac;91;26;Southwest France
01/01/2008;Italy;Veronese;84;20;Veneto
01/01/2008;Italy;Toscana;88;13;Tuscany
01/01/2008;France;Luberon;87;13;Rhône Valley
01/01/2008;France;Vin de Pays d Oc;85;9;Languedoc Roussillon
01/01/2008;Italy;Salento;87;21;Southern Italy
01/01/2008;France;Gevrey Chambertin;88;120;Burgundy
01/01/2008;Italy;Cortona;92;39;Tuscany
01/01/2008;Italy;Salento;86;13;Southern Italy
01/01/2008;Italy;Colli della Toscana Centrale;89;35;Tuscany
01/01/2008;France;Charmes Chambertin;94;168;Burgundy
01/01/2008;France;Côtes du Rhône;88;30;Rhône Valley
01/01/2008;France;Cahors;90;21;Southwest France
01/01/2008;France;Champagne;94;120;Champagne
01/01/2008;Italy;Chianti Classico;91;28;Tuscany
